elements,parallel,streambuf_size,types_idx,types_str
20,16,2211840,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.066248
0.063992
0.063471
0.063677
0.063034
0.063734
0.063352
0.064617
0.064347
0.063896
0.063566
0.063334
0.063226
0.063053
0.062851
0.062973
0.063210
0.062914
0.062976
0.063448
