gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,170.251231,1280,2211840,5,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.410932,15,0.348144,-nan,-nan,0.411290,-nan,-nan
0.406639,15,0.348056,-nan,-nan,0.406777,-nan,-nan
0.404361,15,0.348551,-nan,-nan,0.404509,-nan,-nan
0.413263,15,0.348214,-nan,-nan,0.413412,-nan,-nan
0.406589,15,0.347257,-nan,-nan,0.406706,-nan,-nan
0.426415,14,0.348436,-nan,-nan,0.426540,-nan,-nan
0.413394,15,0.352966,-nan,-nan,0.414532,-nan,-nan
0.405366,14,0.346670,-nan,-nan,0.405498,-nan,-nan
0.412314,15,0.352181,-nan,-nan,0.412938,-nan,-nan
0.408323,15,0.345944,-nan,-nan,0.408873,-nan,-nan
0.405002,15,0.353004,-nan,-nan,0.405548,-nan,-nan
0.403782,15,0.350142,-nan,-nan,0.404330,-nan,-nan
0.405161,15,0.350688,-nan,-nan,0.405720,-nan,-nan
0.404127,15,0.348187,-nan,-nan,0.404683,-nan,-nan
0.400626,15,0.346865,-nan,-nan,0.401172,-nan,-nan
0.414405,15,0.345782,-nan,-nan,0.415357,-nan,-nan
0.414086,14,0.349297,-nan,-nan,0.415058,-nan,-nan
0.398497,14,0.347655,-nan,-nan,0.399515,-nan,-nan
0.419880,14,0.348865,-nan,-nan,0.420436,-nan,-nan
0.407600,15,0.346088,-nan,-nan,0.408667,-nan,-nan
