elements,parallel,streambuf_size,types_idx,types_str
10,16,1105920,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.035459
0.036780
0.035713
0.034400
0.034320
0.034261
0.034438
0.034340
0.034420
0.034251
0.034323
0.034431
0.034351
0.034339
0.034247
0.034327
0.034336
0.034318
0.034238
0.034354
