gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,176.006048,1155,1769472,16,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.343143,12,0.288855,-nan,-nan,0.344332,-nan,-nan
0.347640,15,0.286800,-nan,-nan,0.348893,-nan,-nan
0.346255,15,0.286189,-nan,-nan,0.347468,-nan,-nan
0.354901,15,0.287426,-nan,-nan,0.356263,-nan,-nan
0.366488,15,0.284560,-nan,-nan,0.368744,-nan,-nan
0.375333,11,0.289288,-nan,-nan,0.376732,-nan,-nan
0.381787,11,0.295715,-nan,-nan,0.382199,-nan,-nan
0.346506,13,0.289864,-nan,-nan,0.346746,-nan,-nan
0.354835,12,0.283520,-nan,-nan,0.356140,-nan,-nan
0.374492,11,0.286800,-nan,-nan,0.376712,-nan,-nan
0.352665,13,0.284543,-nan,-nan,0.354939,-nan,-nan
0.352957,14,0.286689,-nan,-nan,0.355202,-nan,-nan
0.366702,14,0.287438,-nan,-nan,0.369056,-nan,-nan
0.344063,13,0.283896,-nan,-nan,0.346398,-nan,-nan
0.345683,14,0.288057,-nan,-nan,0.347951,-nan,-nan
0.341827,14,0.284877,-nan,-nan,0.343904,-nan,-nan
0.340836,14,0.285738,-nan,-nan,0.342016,-nan,-nan
0.352408,15,0.286580,-nan,-nan,0.353717,-nan,-nan
0.340570,14,0.285988,-nan,-nan,0.342415,-nan,-nan
0.353798,13,0.284529,-nan,-nan,0.356050,-nan,-nan
