gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,170.860562,1248,2211840,13,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.426762,14,0.362121,-nan,-nan,0.427003,-nan,-nan
0.431686,14,0.353712,-nan,-nan,0.431924,-nan,-nan
0.444306,13,0.357387,-nan,-nan,0.444640,-nan,-nan
0.433707,14,0.351969,-nan,-nan,0.434909,-nan,-nan
0.412495,13,0.354946,-nan,-nan,0.413780,-nan,-nan
0.419760,14,0.356403,-nan,-nan,0.421703,-nan,-nan
0.436182,15,0.355898,-nan,-nan,0.438116,-nan,-nan
0.431945,15,0.351223,-nan,-nan,0.433989,-nan,-nan
0.433551,15,0.355453,-nan,-nan,0.435403,-nan,-nan
0.428397,12,0.362055,-nan,-nan,0.428544,-nan,-nan
0.429991,14,0.356686,-nan,-nan,0.430140,-nan,-nan
0.444380,13,0.357537,-nan,-nan,0.444596,-nan,-nan
0.441988,13,0.352533,-nan,-nan,0.442206,-nan,-nan
0.438637,13,0.350527,-nan,-nan,0.438759,-nan,-nan
0.449891,14,0.355054,-nan,-nan,0.450077,-nan,-nan
0.446250,13,0.355960,-nan,-nan,0.446397,-nan,-nan
0.424764,13,0.353206,-nan,-nan,0.424948,-nan,-nan
0.409505,14,0.356356,-nan,-nan,0.409636,-nan,-nan
0.430730,15,0.351774,-nan,-nan,0.430876,-nan,-nan
0.422390,14,0.350897,-nan,-nan,0.422518,-nan,-nan
