gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,171.933425,1280,2211840,7,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.415032,15,0.349255,-nan,-nan,0.416328,-nan,-nan
0.418473,15,0.352318,-nan,-nan,0.419752,-nan,-nan
0.421484,14,0.350203,-nan,-nan,0.421656,-nan,-nan
0.403239,14,0.352215,-nan,-nan,0.404409,-nan,-nan
0.395710,14,0.351500,-nan,-nan,0.396861,-nan,-nan
0.414082,14,0.351209,-nan,-nan,0.414219,-nan,-nan
0.410308,15,0.351665,-nan,-nan,0.411603,-nan,-nan
0.389417,14,0.351089,-nan,-nan,0.390546,-nan,-nan
0.413906,15,0.350375,-nan,-nan,0.415199,-nan,-nan
0.410151,15,0.348113,-nan,-nan,0.412219,-nan,-nan
0.408246,15,0.350119,-nan,-nan,0.408360,-nan,-nan
0.409350,15,0.349644,-nan,-nan,0.409493,-nan,-nan
0.405646,15,0.348878,-nan,-nan,0.405752,-nan,-nan
0.401729,13,0.347549,-nan,-nan,0.401831,-nan,-nan
0.397843,14,0.350543,-nan,-nan,0.397949,-nan,-nan
0.411777,14,0.348149,-nan,-nan,0.411883,-nan,-nan
0.392967,14,0.349920,-nan,-nan,0.393072,-nan,-nan
0.409638,15,0.348642,-nan,-nan,0.409747,-nan,-nan
0.410019,15,0.347054,-nan,-nan,0.410149,-nan,-nan
0.414142,15,0.348222,-nan,-nan,0.414243,-nan,-nan
