elements,parallel,streambuf_size,types_idx,types_str
20,10,2211840,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.042593
0.041395
0.041527
0.056926
0.063036
0.063100
0.062768
0.062918
0.062941
0.062740
0.062941
0.062992
0.062881
0.064360
0.063223
0.063030
0.063108
0.062985
0.062988
0.063186
