elements,parallel,streambuf_size,types_idx,types_str
12,16,1327104,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.060395
0.044296
0.043640
0.043584
0.043481
0.043682
0.043598
0.043516
0.043628
0.043569
0.043539
0.043539
0.043476
0.043340
0.043333
0.043358
0.043326
0.043377
0.043319
0.043368
