gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,175.998107,1273,2211840,6,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.400824,14,0.354845,-nan,-nan,0.401476,-nan,-nan
0.398232,14,0.347894,-nan,-nan,0.398909,-nan,-nan
0.407489,14,0.352764,-nan,-nan,0.407793,-nan,-nan
0.407395,13,0.350337,-nan,-nan,0.408417,-nan,-nan
0.396706,14,0.347219,-nan,-nan,0.397781,-nan,-nan
0.399263,13,0.347945,-nan,-nan,0.399617,-nan,-nan
0.396494,14,0.350700,-nan,-nan,0.397585,-nan,-nan
0.396657,14,0.346555,-nan,-nan,0.396998,-nan,-nan
0.388994,14,0.348280,-nan,-nan,0.390060,-nan,-nan
0.400768,14,0.351916,-nan,-nan,0.401849,-nan,-nan
0.415905,15,0.348042,-nan,-nan,0.417122,-nan,-nan
0.392276,14,0.349278,-nan,-nan,0.393365,-nan,-nan
0.392188,14,0.347825,-nan,-nan,0.393266,-nan,-nan
0.419927,14,0.351191,-nan,-nan,0.420069,-nan,-nan
0.423108,14,0.351320,-nan,-nan,0.423255,-nan,-nan
0.397371,14,0.349635,-nan,-nan,0.397989,-nan,-nan
0.415358,13,0.356066,-nan,-nan,0.415508,-nan,-nan
0.407435,14,0.351510,-nan,-nan,0.408509,-nan,-nan
0.397537,14,0.351642,-nan,-nan,0.398618,-nan,-nan
0.399193,14,0.350708,-nan,-nan,0.400285,-nan,-nan
