elements,parallel,streambuf_size,types_idx,types_str
8,16,884736,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.029951
0.026851
0.026965
0.026945
0.027106
0.027715
0.029025
0.028859
0.028919
0.028860
0.029025
0.028958
0.029022
0.028904
0.028936
0.028948
0.028936
0.030290
0.029213
0.028938
