elements,parallel,streambuf_size,types_idx,types_str
20,9,2211840,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.037373
0.035835
0.035829
0.035928
0.036098
0.039947
0.040036
0.039950
0.040021
0.039972
0.040059
0.039985
0.040055
0.040029
0.040106
0.039962
0.040015
0.039991
0.040065
0.040051
