gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,175.770949,1300,2211840,1,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.409565,14,0.356692,-nan,-nan,0.410089,-nan,-nan
0.408438,14,0.342698,-nan,-nan,0.408971,-nan,-nan
0.406514,11,0.343105,-nan,-nan,0.406664,-nan,-nan
0.412588,14,0.344289,-nan,-nan,0.412895,-nan,-nan
0.412933,13,0.341096,-nan,-nan,0.413285,-nan,-nan
0.421558,14,0.342478,-nan,-nan,0.421901,-nan,-nan
0.406027,14,0.341224,-nan,-nan,0.406347,-nan,-nan
0.408178,14,0.341950,-nan,-nan,0.408501,-nan,-nan
0.387187,13,0.342060,-nan,-nan,0.387511,-nan,-nan
0.408074,14,0.341903,-nan,-nan,0.408391,-nan,-nan
0.407886,14,0.343990,-nan,-nan,0.408202,-nan,-nan
0.409796,14,0.341216,-nan,-nan,0.410114,-nan,-nan
0.425148,14,0.341184,-nan,-nan,0.425901,-nan,-nan
0.411933,13,0.346588,-nan,-nan,0.412268,-nan,-nan
0.412296,14,0.346785,-nan,-nan,0.412922,-nan,-nan
0.423689,13,0.340729,-nan,-nan,0.424023,-nan,-nan
0.413048,14,0.341652,-nan,-nan,0.413547,-nan,-nan
0.412736,14,0.344673,-nan,-nan,0.413235,-nan,-nan
0.412471,14,0.343431,-nan,-nan,0.412992,-nan,-nan
0.414366,14,0.341692,-nan,-nan,0.414886,-nan,-nan
