elements,parallel,streambuf_size,types_idx,types_str
14,16,1548288,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.052706
0.050917
0.051116
0.049173
0.045424
0.045449
0.045383
0.045510
0.045587
0.045511
0.045622
0.045480
0.045469
0.045662
0.045430
0.045496
0.045578
0.045370
0.045564
0.045579
