elements,parallel,streambuf_size,types_idx,types_str
20,1,2211840,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.005283
0.004613
0.004605
0.004581
0.004596
0.004687
0.004589
0.004599
0.004609
0.004616
0.004590
0.004615
0.004610
0.004625
0.004623
0.005016
0.005267
0.005247
0.005197
0.005220
