elements,parallel,streambuf_size,types_idx,types_str
2,16,221184,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.009529
0.007150
0.007327
0.007154
0.007473
0.007728
0.007215
0.007109
0.007107
0.007080
0.007141
0.007191
0.007154
0.007140
0.007173
0.007175
0.007212
0.007616
0.007599
0.007564
