elements,parallel,streambuf_size,types_idx,types_str
16,16,1769472,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.056751
0.055193
0.055213
0.055912
0.058153
0.058164
0.058171
0.058183
0.058234
0.058120
0.058086
0.058102
0.058015
0.058174
0.058172
0.058236
0.058174
0.058120
0.058151
0.058159
