elements,parallel,streambuf_size,types_idx,types_str
20,12,2211840,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.067812
0.054968
0.054643
0.054672
0.054774
0.054617
0.054652
0.054683
0.054782
0.054671
0.054744
0.054722
0.054766
0.054690
0.054787
0.054627
0.054836
0.054874
0.054784
0.054858
