elements,parallel,streambuf_size,types_idx,types_str
18,16,1990656,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.105001
0.066060
0.066411
0.066413
0.076782
0.073179
0.059574
0.057324
0.057554
0.057264
0.057397
0.057270
0.060374
0.057738
0.057510
0.057454
0.057487
0.057456
0.057508
0.057502
