gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,173.882969,550,221184,16,0

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.046182,13,0.037569,-nan,-nan,0.046540,-nan,-nan
0.048701,10,0.037908,-nan,-nan,0.049052,-nan,-nan
0.048270,14,0.038677,-nan,-nan,0.048709,-nan,-nan
0.044682,13,0.037980,-nan,-nan,0.045158,-nan,-nan
0.047749,14,0.036973,-nan,-nan,0.048250,-nan,-nan
0.042136,13,0.037699,-nan,-nan,0.042624,-nan,-nan
0.045478,14,0.037389,-nan,-nan,0.045881,-nan,-nan
0.044724,14,0.037235,-nan,-nan,0.045240,-nan,-nan
0.045051,13,0.037061,-nan,-nan,0.045477,-nan,-nan
0.043604,13,0.038482,-nan,-nan,0.044031,-nan,-nan
0.045455,14,0.040258,-nan,-nan,0.045907,-nan,-nan
0.043597,14,0.035883,-nan,-nan,0.043919,-nan,-nan
0.043810,14,0.038002,-nan,-nan,0.045096,-nan,-nan
0.042312,13,0.036057,-nan,-nan,0.043582,-nan,-nan
0.043248,13,0.036672,-nan,-nan,0.044494,-nan,-nan
0.042115,13,0.039037,-nan,-nan,0.043356,-nan,-nan
0.043770,13,0.036752,-nan,-nan,0.044994,-nan,-nan
0.043425,13,0.037005,-nan,-nan,0.044664,-nan,-nan
0.043470,13,0.036354,-nan,-nan,0.044657,-nan,-nan
0.044523,14,0.036169,-nan,-nan,0.044942,-nan,-nan
