elements,parallel,streambuf_size,types_idx,types_str
6,16,663552,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.024804
0.022974
0.022993
0.022886
0.020829
0.020296
0.020314
0.020239
0.020371
0.020337
0.020211
0.020344
0.020345
0.020273
0.020269
0.020275
0.020325
0.020355
0.020278
0.020287
