elements,parallel,streambuf_size,types_idx,types_str
20,11,2211840,0,"hvec(2 1 18432)[hvec(2 1 12288)[hvec(2 1 6144)[vec(32 6 8)[ctg(18)[float]]]]]"

elapsed
0.044991
0.044653
0.047807
0.049834
0.049907
0.049935
0.049909
0.049994
0.049917
0.049841
0.050259
0.050942
0.050021
0.050033
0.049905
0.049893
0.049948
0.049958
0.049930
0.049899
