elements,parallel,streambuf_size,types_idx,types_str
20,8,2211840,1,"ctg(27648)[float]"

elapsed
0.017565
0.016343
0.014719
0.014785
0.014663
0.014760
0.014945
0.014685
0.014758
0.014754
0.014629
0.014611
0.014661
0.014725
0.014707
0.014697
0.014680
0.014636
0.014663
0.014847
