gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,176.281163,761,884736,16,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.113290,14,0.098504,-nan,-nan,0.113427,-nan,-nan
0.110945,14,0.098124,-nan,-nan,0.111079,-nan,-nan
0.113967,15,0.097740,-nan,-nan,0.114182,-nan,-nan
0.120420,16,0.098547,-nan,-nan,0.120780,-nan,-nan
0.109024,14,0.098383,-nan,-nan,0.111198,-nan,-nan
0.111467,10,0.097935,-nan,-nan,0.113625,-nan,-nan
0.111040,15,0.101949,-nan,-nan,0.113206,-nan,-nan
0.110067,14,0.097685,-nan,-nan,0.112209,-nan,-nan
0.115040,14,0.098729,-nan,-nan,0.118335,-nan,-nan
0.116789,15,0.098077,-nan,-nan,0.119480,-nan,-nan
0.110379,15,0.097779,-nan,-nan,0.112508,-nan,-nan
0.117432,15,0.098279,-nan,-nan,0.119701,-nan,-nan
0.114485,15,0.097904,-nan,-nan,0.116628,-nan,-nan
0.114865,15,0.103982,-nan,-nan,0.117019,-nan,-nan
0.112604,13,0.099669,-nan,-nan,0.114762,-nan,-nan
0.112895,13,0.098144,-nan,-nan,0.115096,-nan,-nan
0.114366,15,0.099680,-nan,-nan,0.115276,-nan,-nan
0.120033,16,0.098594,-nan,-nan,0.121237,-nan,-nan
0.117011,15,0.098183,-nan,-nan,0.117155,-nan,-nan
0.117073,14,0.098531,-nan,-nan,0.117204,-nan,-nan
