elements,parallel,streambuf_size,types_idx,types_str
20,14,2211840,1,"ctg(27648)[float]"

elapsed
0.031967
0.031845
0.031720
0.031980
0.031756
0.031672
0.031812
0.031974
0.031716
0.031799
0.031884
0.031872
0.032444
0.036382
0.032958
0.031776
0.031827
0.031769
0.031942
0.031754
