gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,174.939820,1055,2211840,15,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.276475,15,0.245751,-nan,-nan,0.278361,-nan,-nan
0.281683,14,0.249712,-nan,-nan,0.283711,-nan,-nan
0.271824,13,0.245786,-nan,-nan,0.273670,-nan,-nan
0.281146,15,0.245389,-nan,-nan,0.282221,-nan,-nan
0.295859,14,0.245405,-nan,-nan,0.296046,-nan,-nan
0.270909,13,0.246128,-nan,-nan,0.271025,-nan,-nan
0.290608,13,0.245711,-nan,-nan,0.290839,-nan,-nan
0.287826,14,0.245515,-nan,-nan,0.288004,-nan,-nan
0.290004,14,0.245428,-nan,-nan,0.290175,-nan,-nan
0.302396,15,0.245014,-nan,-nan,0.302583,-nan,-nan
0.305892,13,0.245486,-nan,-nan,0.306059,-nan,-nan
0.285170,14,0.245339,-nan,-nan,0.285285,-nan,-nan
0.281887,13,0.245256,-nan,-nan,0.282010,-nan,-nan
0.279681,13,0.247181,-nan,-nan,0.279800,-nan,-nan
0.275203,13,0.245006,-nan,-nan,0.275317,-nan,-nan
0.275798,14,0.245427,-nan,-nan,0.275922,-nan,-nan
0.289007,14,0.245243,-nan,-nan,0.289139,-nan,-nan
0.275477,13,0.245365,-nan,-nan,0.275592,-nan,-nan
0.269566,14,0.246075,-nan,-nan,0.269680,-nan,-nan
0.273944,14,0.245988,-nan,-nan,0.274059,-nan,-nan
