elements,parallel,streambuf_size,types_idx,types_str
14,16,1548288,1,"ctg(27648)[float]"

elapsed
0.027059
0.028300
0.029130
0.027384
0.027075
0.026679
0.026763
0.026808
0.026822
0.026548
0.026826
0.026835
0.026897
0.026639
0.026072
0.026090
0.026112
0.026047
0.025881
0.026191
