gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,176.417551,1110,2211840,2,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.265853,14,0.243652,-nan,-nan,0.266209,-nan,-nan
0.275849,15,0.243740,-nan,-nan,0.276235,-nan,-nan
0.270701,14,0.243124,-nan,-nan,0.271063,-nan,-nan
0.277104,15,0.243422,-nan,-nan,0.277454,-nan,-nan
0.274523,13,0.241085,-nan,-nan,0.275007,-nan,-nan
0.276213,14,0.240971,-nan,-nan,0.276292,-nan,-nan
0.262386,14,0.242480,-nan,-nan,0.262478,-nan,-nan
0.280095,15,0.241416,-nan,-nan,0.280476,-nan,-nan
0.278052,13,0.242640,-nan,-nan,0.278405,-nan,-nan
0.266481,14,0.243829,-nan,-nan,0.266837,-nan,-nan
0.278980,15,0.242316,-nan,-nan,0.279441,-nan,-nan
0.281801,12,0.240815,-nan,-nan,0.282243,-nan,-nan
0.275867,14,0.242061,-nan,-nan,0.276000,-nan,-nan
0.281281,14,0.241824,-nan,-nan,0.281398,-nan,-nan
0.272186,14,0.241309,-nan,-nan,0.272295,-nan,-nan
0.271633,13,0.240929,-nan,-nan,0.271743,-nan,-nan
0.278510,14,0.241130,-nan,-nan,0.278623,-nan,-nan
0.268041,14,0.241069,-nan,-nan,0.268119,-nan,-nan
0.266812,14,0.240931,-nan,-nan,0.266890,-nan,-nan
0.279483,14,0.240987,-nan,-nan,0.279560,-nan,-nan
