elements,parallel,streambuf_size,types_idx,types_str
20,15,2211840,1,"ctg(27648)[float]"

elapsed
0.043077
0.032111
0.027288
0.027319
0.027317
0.027330
0.027134
0.027176
0.027112
0.027214
0.027060
0.027038
0.027185
0.026866
0.027090
0.027160
0.027213
0.027179
0.027158
0.027198
