gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,176.104915,1080,2211840,11,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.273666,12,0.245448,-nan,-nan,0.273854,-nan,-nan
0.293103,15,0.243825,-nan,-nan,0.293284,-nan,-nan
0.282004,15,0.244564,-nan,-nan,0.282172,-nan,-nan
0.290681,14,0.245175,-nan,-nan,0.290807,-nan,-nan
0.277161,14,0.245101,-nan,-nan,0.277300,-nan,-nan
0.276216,14,0.244631,-nan,-nan,0.276329,-nan,-nan
0.283857,14,0.244963,-nan,-nan,0.283982,-nan,-nan
0.299281,15,0.245961,-nan,-nan,0.299433,-nan,-nan
0.284423,14,0.246156,-nan,-nan,0.284539,-nan,-nan
0.272277,14,0.245351,-nan,-nan,0.272389,-nan,-nan
0.276936,14,0.245465,-nan,-nan,0.277053,-nan,-nan
0.275061,14,0.246175,-nan,-nan,0.275179,-nan,-nan
0.278336,14,0.245063,-nan,-nan,0.278471,-nan,-nan
0.280418,14,0.245478,-nan,-nan,0.280532,-nan,-nan
0.284122,15,0.245771,-nan,-nan,0.284235,-nan,-nan
0.289553,14,0.245447,-nan,-nan,0.289671,-nan,-nan
0.277808,14,0.245272,-nan,-nan,0.277952,-nan,-nan
0.276814,14,0.245605,-nan,-nan,0.276934,-nan,-nan
0.276928,14,0.245594,-nan,-nan,0.277033,-nan,-nan
0.280800,12,0.245894,-nan,-nan,0.280907,-nan,-nan
