elements,parallel,streambuf_size,types_idx,types_str
4,16,442368,1,"ctg(27648)[float]"

elapsed
0.006894
0.006548
0.006457
0.006490
0.007067
0.006499
0.006561
0.006508
0.006552
0.006556
0.006550
0.006417
0.006560
0.006605
0.006552
0.006546
0.006529
0.006589
0.006619
0.006500
