gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,175.976713,900,1327104,16,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.165771,14,0.147342,-nan,-nan,0.165912,-nan,-nan
0.177155,15,0.146776,-nan,-nan,0.177306,-nan,-nan
0.161304,14,0.146930,-nan,-nan,0.161435,-nan,-nan
0.178995,15,0.146977,-nan,-nan,0.179150,-nan,-nan
0.174353,15,0.146307,-nan,-nan,0.174492,-nan,-nan
0.171079,14,0.146728,-nan,-nan,0.171215,-nan,-nan
0.171283,14,0.146847,-nan,-nan,0.171436,-nan,-nan
0.169495,14,0.148202,-nan,-nan,0.169627,-nan,-nan
0.180878,13,0.146612,-nan,-nan,0.181028,-nan,-nan
0.181361,14,0.146445,-nan,-nan,0.181513,-nan,-nan
0.168278,14,0.146285,-nan,-nan,0.168412,-nan,-nan
0.175320,15,0.147178,-nan,-nan,0.175468,-nan,-nan
0.177123,15,0.146434,-nan,-nan,0.177280,-nan,-nan
0.173169,14,0.147063,-nan,-nan,0.173304,-nan,-nan
0.184560,12,0.148091,-nan,-nan,0.184702,-nan,-nan
0.163723,13,0.147400,-nan,-nan,0.163853,-nan,-nan
0.168738,13,0.146238,-nan,-nan,0.168881,-nan,-nan
0.167198,13,0.146376,-nan,-nan,0.167347,-nan,-nan
0.179090,15,0.146531,-nan,-nan,0.179247,-nan,-nan
0.177075,15,0.147189,-nan,-nan,0.177223,-nan,-nan
