elements,parallel,streambuf_size,types_idx,types_str
20,12,2211840,1,"ctg(27648)[float]"

elapsed
0.025115
0.024799
0.024828
0.025605
0.024579
0.024563
0.024546
0.024508
0.024577
0.024559
0.024526
0.024566
0.024555
0.024609
0.024554
0.024586
0.024523
0.024615
0.024529
0.024573
