elements,parallel,streambuf_size,types_idx,types_str
20,13,2211840,1,"ctg(27648)[float]"

elapsed
0.049610
0.050081
0.050092
0.051842
0.051724
0.051761
0.051685
0.051757
0.051923
0.051663
0.051954
0.055635
0.052092
0.052181
0.052102
0.052187
0.052091
0.052101
0.051927
0.051766
