elements,parallel,streambuf_size,types_idx,types_str
20,16,2211840,1,"ctg(27648)[float]"

elapsed
0.033913
0.032708
0.032604
0.032573
0.032748
0.032560
0.032508
0.032600
0.032601
0.032597
0.032636
0.032590
0.032736
0.032623
0.032535
0.032527
0.032411
0.032490
0.032453
0.032472
