gflops_theo,gflops_ref,dim,streambuf_size,par,types_idx
217.600000,173.416717,1090,2211840,13,1

dgemm,iters,dt_ref_rtt,dt_ref_pkt,dt_ref_msg,dt_rtt,dt_pkt,dt_msg
0.289106,15,0.249889,-nan,-nan,0.290846,-nan,-nan
0.284263,15,0.245523,-nan,-nan,0.286167,-nan,-nan
0.299308,13,0.245333,-nan,-nan,0.300326,-nan,-nan
0.273127,14,0.245332,-nan,-nan,0.273515,-nan,-nan
0.281560,14,0.245713,-nan,-nan,0.281924,-nan,-nan
0.278538,13,0.245439,-nan,-nan,0.278874,-nan,-nan
0.275404,13,0.246212,-nan,-nan,0.277136,-nan,-nan
0.299118,15,0.245724,-nan,-nan,0.301007,-nan,-nan
0.277699,14,0.245523,-nan,-nan,0.278516,-nan,-nan
0.279429,14,0.244440,-nan,-nan,0.281149,-nan,-nan
0.294628,15,0.245055,-nan,-nan,0.297020,-nan,-nan
0.295993,15,0.245650,-nan,-nan,0.297865,-nan,-nan
0.284137,14,0.244073,-nan,-nan,0.286061,-nan,-nan
0.276834,14,0.247334,-nan,-nan,0.278474,-nan,-nan
0.276974,14,0.244621,-nan,-nan,0.277940,-nan,-nan
0.274343,14,0.245108,-nan,-nan,0.275318,-nan,-nan
0.275254,14,0.245639,-nan,-nan,0.276238,-nan,-nan
0.301592,14,0.245861,-nan,-nan,0.303608,-nan,-nan
0.285561,13,0.245299,-nan,-nan,0.285766,-nan,-nan
0.275267,13,0.248478,-nan,-nan,0.275668,-nan,-nan
